Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-142.97658330322653,nan,0
100,-101.56986108616576,-142.97658330322653,386.25164794921875,1
200,-231.52892692116617,-142.97658330322653,168.30790565490722,2
300,-225.5697535508973,-142.97658330322653,117.94882220268249,3
400,-196.51265359858314,-142.97658330322653,83.58849107503892,4
500,-219.93141610024313,-321.88149548645674,93.07216104507447,5
600,-172.14275828311227,-321.88149548645674,91.86547392606735,7
700,-172.14275828311227,-321.88149548645674,90.29481682419777,7
800,-160.39430754082625,-321.88149548645674,67.5431111061573,8
900,-153.24817860290057,-321.88149548645674,97.19807057619094,10
1000,-153.24817860290057,-34.38331657924554,91.00793906331063,10
1100,-147.78699209819948,-34.38331657924554,98.77401282310485,11
1200,-159.76743410741406,-34.38331657924554,93.24934564232827,12
1300,-158.7698270586132,-34.38331657924554,84.98442704439164,13
1400,-162.14853710247752,-34.38331657924554,82.85273042917251,14
1500,-167.96007682684115,-141.28448353237073,74.65296603441239,15
1600,-157.85438932742625,-141.28448353237073,62.479282612800596,17
1700,-156.90581652590134,-141.28448353237073,70.2644477891922,18
1800,-156.90581652590134,-141.28448353237073,68.71722530126571,18
1900,-151.0772629759762,-141.28448353237073,61.447596164941785,19
2000,-148.80363845336387,-67.40874503565638,72.44653029680252,20
2100,-147.86309486565824,-67.40874503565638,50.30592064142227,21
2200,-145.51177468056198,-67.40874503565638,70.22819782972336,22
2300,-153.1817602396349,-67.40874503565638,53.21369045257568,23
2400,-156.36767360965786,-67.40874503565638,45.48830229282379,24
2500,-154.38187661645262,-176.12072444984702,56.02830511331558,25
2600,-160.40990472935718,-176.12072444984702,51.6253280043602,26
2700,-156.22604893698252,-176.12072444984702,54.206340572834016,27
2800,-165.04460880058124,-176.12072444984702,50.28790710926056,28
2900,-151.03148224074465,-176.12072444984702,65.92732581853866,29
3000,-157.33405018061708,-122.73674878501348,50.46568134069443,30
3100,-142.27489829443283,-122.73674878501348,57.56276822566986,32
3200,-139.10880225463194,-122.73674878501348,62.72153427004814,33
3300,-139.10880225463194,-122.73674878501348,57.780571568012235,33
3400,-133.00247969556995,-122.73674878501348,52.32040045261383,34
3500,-124.82994869094848,-69.10683387303646,58.49820358276367,35
3600,-119.42909877002674,-69.10683387303646,55.16722885608673,36
3700,-124.35090519725418,-69.10683387303646,51.406705391407016,37
3800,-124.9295399539321,-69.10683387303646,53.374700045585634,38
3900,-129.63028440847796,-69.10683387303646,47.33154881119728,40
4000,-133.17025744812898,7.577970018851483,50.9725280714035,41
4100,-117.71617303562024,7.577970018851483,48.47469758510589,42
4200,-104.33954041842819,7.577970018851483,45.567871346473694,43
4300,-95.28850221767667,7.577970018851483,69.57235756874084,45
4400,-92.9515488376164,7.577970018851483,47.95588989138603,46
4500,-92.9515488376164,-25.241492006870118,50.5712374317646,46
4600,-94.90939908383073,-25.241492006870118,53.23663321495056,47
4700,-87.27200149883743,-25.241492006870118,45.38670562982559,48
4800,-88.3644766685979,-25.241492006870118,50.27993194460869,49
4900,-86.47054805806209,-25.241492006870118,47.81491315960884,50
5000,-86.47054805806209,-111.79786599062638,44.03022782444954,50
5100,-95.27979240676375,-111.79786599062638,51.669119755029676,51
5200,-90.38546488046089,-111.79786599062638,41.93000128865242,52
5300,-90.38546488046089,-111.79786599062638,44.207532951831816,52
5400,-90.54566815624521,-111.79786599062638,47.80123378157616,53
5500,-90.9320384464386,-5.639712520006076,50.52806725502014,54
5600,-88.86721518134922,-5.639712520006076,43.09220380783081,56
5700,-88.86721518134922,-5.639712520006076,48.01079693555832,56
5800,-88.02376603729269,-5.639712520006076,43.217030861377715,57
5900,-82.77909747033668,-5.639712520006076,41.32741448760033,58
6000,-80.83610478779562,54.55080160833428,41.031089627742766,59
6100,-77.78915379331059,54.55080160833428,42.141710681915285,60
6200,-75.02853599990948,54.55080160833428,30.869189289808272,61
6300,-78.36043274744743,54.55080160833428,46.024535853862766,62
