Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-118.80267336485058,nan,0
100,-99.73058782272727,-118.80267336485058,315.3419494628906,2
200,-127.91789687242847,-118.80267336485058,175.18815001010896,3
300,-127.91789687242847,-118.80267336485058,113.52003237962722,3
400,-161.03306572821765,-118.80267336485058,103.87851143360137,4
500,-146.40198132950636,-212.02098229778008,75.38936653614044,5
600,-129.7447268084188,-212.02098229778008,69.41447737693787,7
700,-115.91326612706624,-212.02098229778008,85.4120672416687,8
800,-118.88335156090004,-212.02098229778008,60.924501292705536,9
900,-118.48452313545458,-212.02098229778008,50.57194602966309,10
1000,-130.29792101464696,-187.51601052920904,39.987665418386456,11
1100,-131.7563040827834,-187.51601052920904,56.94173867464065,12
1200,-131.7563040827834,-187.51601052920904,83.23053067684174,12
1300,-131.7563040827834,-187.51601052920904,95.88947805404663,12
1400,-110.45459478196635,-187.51601052920904,70.35490785598755,14
1500,-117.64657987887554,-136.37631535283728,69.20236501216888,15
1600,-118.63388823686435,-136.37631535283728,69.60799962997436,16
1700,-116.77305436244028,-136.37631535283728,69.91630270957947,17
1800,-113.09594703359097,-136.37631535283728,61.080301861763,19
1900,-119.83158301649398,-136.37631535283728,74.57429324150085,20
2000,-121.5929668433524,-131.61656236572614,86.02836200237275,21
2100,-121.74825681955201,-131.61656236572614,65.9821913576126,22
2200,-108.24760720075217,-131.61656236572614,86.03657866716385,24
2300,-112.5105037243734,-131.61656236572614,77.38085623502731,25
2400,-126.3191893996025,-131.61656236572614,56.957657718658446,26
2500,-126.75474516222383,-81.09402601371525,72.65968396663666,27
2600,-130.66996555844148,-81.09402601371525,68.8770395064354,29
2700,-130.66996555844148,-81.09402601371525,58.620760835409165,29
2800,-127.24312541805182,-81.09402601371525,59.593527940511706,30
2900,-119.01681853074668,-81.09402601371525,78.67479699373246,31
3000,-116.04213314710884,-124.16285341880985,59.70202306032181,32
3100,-129.488446572654,-124.16285341880985,65.10394883155823,33
3200,-136.97720818826087,-124.16285341880985,56.3033467400074,34
3300,-131.38043818492253,-124.16285341880985,64.33643951058387,35
3400,-133.4347884171675,-124.16285341880985,80.79882184147834,36
3500,-131.0383612826016,-294.9221788033959,56.52931127786636,37
3600,-146.04022826650072,-294.9221788033959,73.88913281202316,39
3700,-138.5909013136864,-294.9221788033959,60.97463812828064,40
3800,-146.59636887751708,-294.9221788033959,64.1650949549675,41
3900,-148.86140274127305,-294.9221788033959,85.82726025223732,42
4000,-154.27080507907255,-179.28491810635606,53.852340182065966,43
4100,-154.84083427494144,-179.28491810635606,75.35920281410218,44
4200,-156.83650229889736,-179.28491810635606,76.91388595819473,45
4300,-142.2540680134369,-179.28491810635606,76.85729792118073,46
4400,-147.49050835166244,-179.28491810635606,61.484089970588684,47
4500,-147.89953801974497,-173.4725424539186,65.20085716366768,48
4600,-157.04759745341508,-173.4725424539186,71.49063016295433,50
4700,-168.17013256275132,-173.4725424539186,69.03558258533478,51
4800,-168.17013256275132,-173.4725424539186,89.6912251329422,51
4900,-174.45316404356646,-173.4725424539186,64.63917478680611,52
5000,-178.29463255868637,-167.60076611417702,93.47219201564789,53
5100,-167.86132791416358,-167.60076611417702,61.10055586457253,54
5200,-173.97978144967297,-167.60076611417702,52.970431778430935,55
5300,-183.17939357277132,-167.60076611417702,69.49233278036118,56
5400,-186.32457485850347,-167.60076611417702,55.86008592844009,57
5500,-180.58799816506192,-11.81688965593491,58.836588938832286,58
5600,-165.76157026397075,-11.81688965593491,57.78639036893845,60
5700,-161.22158085920236,-11.81688965593491,68.46273906707764,61
5800,-161.22158085920236,-11.81688965593491,51.38388234615326,61
5900,-159.3768191164355,-11.81688965593491,53.345207917690274,62
6000,-162.6432680255241,-57.680104564047085,70.0505817747116,64
6100,-153.95627118412753,-57.680104564047085,53.41339421510696,66
6200,-153.95627118412753,-57.680104564047085,52.96743899464607,66
6300,-157.54518430792817,-57.680104564047085,55.04353590250015,67
6400,-157.94767548062188,-57.680104564047085,59.52871821522713,68
6500,-158.28129086497688,4.065885102688694,48.549604003429415,69
6600,-147.2070234684768,4.065885102688694,50.428917309045794,70
6700,-139.8833323283515,4.065885102688694,44.177922253608706,71
6800,-138.51686642896965,4.065885102688694,48.84130653619766,72
6900,-136.39308328221662,4.065885102688694,45.92015564918518,73
7000,-137.1619574659348,-71.4688935256313,48.07690719604492,74
7100,-115.06710522193762,-71.4688935256313,52.475086121559144,76
7200,-115.13092184322367,-71.4688935256313,42.99086137056351,77
7300,-115.57802115366208,-71.4688935256313,49.460697835683824,78
7400,-121.0979336324767,-71.4688935256313,51.39823789596558,79
7500,-132.00184116092757,-48.27084009417981,52.871635044813154,80
7600,-122.14938090143607,-48.27084009417981,49.11172309756279,81
7700,-122.32791301209579,-48.27084009417981,41.36715606451035,82
7800,-114.91831541118977,-48.27084009417981,55.26831343531609,83
7900,-109.30733432480815,-48.27084009417981,53.83988757133484,84
8000,-112.02783499172531,-34.65303071262177,54.14854902148247,85
8100,-111.63849643823134,-34.65303071262177,41.73631251335144,86
8200,-102.43172255522265,-34.65303071262177,61.79076861619949,87
8300,-97.46089568799373,-34.65303071262177,53.31184279084206,88
8400,-100.31752265211462,-34.65303071262177,60.43394628763199,89
8500,-102.64243445624263,-176.98756245803298,45.773276593685154,90
8600,-99.2626412535742,-176.98756245803298,50.67229468464851,91
8700,-96.46096897182073,-176.98756245803298,47.143616602420806,92
8800,-92.60851097646152,-176.98756245803298,68.92689447641372,93
8900,-94.77952955108597,-176.98756245803298,42.84481895565987,94
9000,-92.9068850261948,-79.50663513978364,52.64835952401161,95
9100,-88.26197600772184,-79.50663513978364,44.29866140127182,97
9200,-91.95138858457219,-79.50663513978364,45.19916931509972,98
9300,-91.35936567922221,-79.50663513978364,46.50838336706161,99
9400,-84.06722839389472,-79.50663513978364,43.875563749074935,100
9500,-91.16360415022484,-95.62806713805284,33.47216920852661,101
9600,-93.82776411879495,-95.62806713805284,53.61853456139565,103
9700,-98.32184448787017,-95.62806713805284,49.457232517004016,104
9800,-105.43489095756354,-95.62806713805284,53.41133780121803,105
9900,-105.14856030843252,-95.62806713805284,54.239071729183195,106
10000,-107.71978400624785,-135.99231975079874,42.4569505751133,107
10100,-111.42773396300444,-135.99231975079874,39.26685409665108,108
10200,-107.72645389043612,-135.99231975079874,61.72014087677002,109
10300,-106.87046510219223,-135.99231975079874,33.22374933719635,110
10400,-106.87046510219223,-135.99231975079874,41.24746186733246,110
10500,-104.37836656707353,-68.0896482606169,48.46685162305832,111
10600,-97.77329231762035,-68.0896482606169,37.910765614509586,113
10700,-96.93107567219569,-68.0896482606169,32.66277644753456,114
10800,-96.93107567219569,-68.0896482606169,47.05019971847534,114
10900,-95.67914371625321,-68.0896482606169,43.108191044330596,115
11000,-97.79733034549763,-173.0334671531541,57.20712004423142,116
11100,-96.4785625242702,-173.0334671531541,50.12490141153336,117
11200,-91.64916614486914,-173.0334671531541,43.7816557264328,118
11300,-91.81891288920767,-173.0334671531541,34.3218028986454,119
11400,-91.81891288920767,-173.0334671531541,46.0416482424736,119
11500,-86.23166351422316,-63.695039603494344,47.0405781519413,121
11600,-78.42926598713763,-63.695039603494344,39.25346929430962,123
11700,-78.42926598713763,-63.695039603494344,58.1246580696106,123
11800,-74.51196806168443,-63.695039603494344,32.12302448630333,124
11900,-69.97953164105547,-63.695039603494344,37.770907385349275,125
12000,-69.97953164105547,-130.2125690235519,37.43234635233879,125
12100,-64.97107996901751,-130.2125690235519,41.35640232086182,127
12200,-64.97107996901751,-130.2125690235519,43.90891517996788,127
12300,-62.98735488439394,-130.2125690235519,44.720293846130375,128
12400,-64.26343004119437,-130.2125690235519,52.403442072868344,129
12500,-62.61052395656907,-171.97674333339955,32.754480159282686,130
12600,-64.45876692955338,-171.97674333339955,40.44627869367599,131
12700,-72.13341042203493,-171.97674333339955,64.8947521173954,132
12800,-71.19997649017247,-171.97674333339955,40.09932892560959,133
12900,-69.39708229421193,-171.97674333339955,34.54216657161712,134
13000,-73.3789359038092,-97.37384818705665,34.58534021735191,135
13100,-70.73654287774119,-97.37384818705665,36.47908653140068,136
13200,-70.73654287774119,-97.37384818705665,42.357498180866244,136
13300,-70.73654287774119,-97.37384818705665,33.87911856174469,136
13400,-68.15416491410701,-97.37384818705665,39.94353375554085,137
13500,-68.27870569863857,-41.624742568040986,38.0855026614666,138
13600,-60.855181461065584,-41.624742568040986,39.1611900472641,139
13700,-60.855181461065584,-41.624742568040986,29.69818081498146,139
13800,-66.99877360814651,-41.624742568040986,48.99999601602554,140
13900,-62.92979824270061,-41.624742568040986,37.63658758044243,141
14000,-63.500855793551445,-186.17800575008323,38.80752113938332,142
14100,-58.820752129570586,-186.17800575008323,42.910285630226134,143
