Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-798.4629988594262,nan,0
100,-101.18940552686965,-798.4629988594262,473.1005554199219,1
200,-204.12185521432107,-798.4629988594262,167.35760946750642,3
300,-204.12185521432107,-798.4629988594262,102.77510847568512,3
400,-160.55332395761536,-798.4629988594262,91.84714046001434,4
500,-154.17979072728698,-848.1982690324865,123.80803050994874,6
600,-149.1001341059937,-848.1982690324865,104.18697155475617,7
700,-154.71872275212337,-848.1982690324865,72.81632509708405,8
800,-149.75418050694847,-848.1982690324865,76.68374576091766,10
900,-149.75418050694847,-848.1982690324865,54.27442556500435,10
1000,-160.79035372668812,-333.0458135956439,62.794022555351255,11
1100,-148.94176257738698,-333.0458135956439,57.73277699708939,13
1200,-147.97600479389234,-333.0458135956439,58.14859537124634,14
1300,-145.67043270054182,-333.0458135956439,83.39394166469575,15
1400,-144.43209919695437,-333.0458135956439,59.95744735479355,16
1500,-154.04880720712418,-403.5376384622581,43.439418835639955,17
1600,-154.1360323133437,-403.5376384622581,22.83636335015297,18
1700,-158.973157282785,-403.5376384622581,24.652556074857713,19
1800,-156.65003111052673,-403.5376384622581,20.052320741415024,20
1900,-156.65003111052673,-403.5376384622581,23.208197554349898,20
2000,-157.01329206150143,-290.6446644658312,13.055378170013428,21
2100,-153.01467104204497,-290.6446644658312,19.623946369886397,22
2200,-153.70355231585668,-290.6446644658312,18.337759104967116,23
2300,-171.5338299500718,-290.6446644658312,19.90588163614273,24
2400,-173.4841668016706,-290.6446644658312,29.054966336488725,25
2500,-170.10391137454815,-198.71305709497852,26.048648389577867,26
2600,-168.6518443382112,-198.71305709497852,32.44044290304184,27
2700,-161.0375412582552,-198.71305709497852,47.58518429517746,28
2800,-165.6323538894015,-198.71305709497852,51.19069568157196,29
2900,-170.2437040382078,-198.71305709497852,39.37438352584839,30
3000,-160.95386833592497,-316.04079867344234,50.80728611946106,31
3100,-164.44038751273587,-316.04079867344234,50.81301380634308,32
3200,-168.15789264088207,-316.04079867344234,51.059025280475616,33
3300,-167.1661218101927,-316.04079867344234,53.936227008104325,34
3400,-166.0303625796597,-316.04079867344234,48.126670920848845,35
3500,-161.29427261302308,32.70433049768006,38.09687235951424,36
3600,-146.86574116437026,32.70433049768006,43.922414890527726,37
3700,-136.33743270470725,32.70433049768006,21.48650727272034,39
3800,-136.33743270470725,32.70433049768006,19.893192393779756,39
3900,-149.95612200331524,32.70433049768006,26.795301822423934,40
4000,-153.01681810209325,-81.2881891247221,32.12703943729401,41
4100,-149.25067994719146,-81.2881891247221,18.54059362888336,42
4200,-125.00514026436569,-81.2881891247221,18.417685952186584,44
4300,-125.00514026436569,-81.2881891247221,13.302193251848221,44
4400,-121.67014854331549,-81.2881891247221,19.982724434137346,45
4500,-119.8825823520497,-28.4796958590249,17.052118294239044,46
4600,-121.44016080076267,-28.4796958590249,13.651547906398774,47
4700,-123.72792438208027,-28.4796958590249,13.95582489490509,48
4800,-117.55980323511487,-28.4796958590249,12.10801240324974,49
4900,-110.32737830700478,-28.4796958590249,8.95228338599205,50
5000,-106.35395537708465,39.89649542564336,13.286993343830108,51
5100,-96.3193484469307,39.89649542564336,20.78370644688606,53
5200,-96.3193484469307,39.89649542564336,28.29903617978096,53
5300,-96.3193484469307,39.89649542564336,41.22300619840622,53
5400,-85.41316036613702,39.89649542564336,29.682095185518264,54
5500,-84.54068678249169,25.25386487932346,39.81032376050949,55
5600,-86.03607600182721,25.25386487932346,32.30749281406403,57
5700,-86.03607600182721,25.25386487932346,28.893584260940553,57
5800,-91.3310463953722,25.25386487932346,38.94722364902496,58
5900,-90.0618977346425,25.25386487932346,31.131197831630708,59
6000,-77.60330203495823,-125.49248868588943,38.62075409650802,60
6100,-74.50604964597332,-125.49248868588943,33.72216021060944,62
6200,-74.64354421268203,-125.49248868588943,42.94332005500794,63
6300,-72.26059388143946,-125.49248868588943,40.398160560131075,64
6400,-76.56606811285896,-125.49248868588943,38.29989664077759,65
6500,-75.14633998614323,40.40846869174086,37.107462239265445,66
6600,-67.3164626929523,40.40846869174086,40.014406065940854,68
6700,-66.42284441252556,40.40846869174086,36.364749410152434,69
6800,-66.42284441252556,40.40846869174086,18.259934459924697,69
6900,-63.25388122332574,40.40846869174086,19.509570100307464,70
7000,-72.27797718063233,41.283704968021574,33.63514177203179,71
7100,-72.37847849638248,41.283704968021574,23.522120823860167,72
7200,-71.90398784575592,41.283704968021574,21.637997143268585,73
7300,-80.98321219916637,41.283704968021574,13.281583043336868,74
7400,-81.0379979033112,41.283704968021574,11.615926189422607,75
7500,-86.95888580809853,9.048521864996195,10.810223104953765,76
7600,-80.5326198545381,9.048521864996195,12.887439866065979,78
7700,-80.5326198545381,9.048521864996195,12.280908789634704,78
