Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-593.6516430241605,nan,0
100,-107.0366090073212,-593.6516430241605,21.421905517578125,2
200,-227.6062646160557,-593.6516430241605,175.29278202176093,3
300,-199.23265403053452,-593.6516430241605,150.27820034742356,4
400,-240.26138813230642,-593.6516430241605,102.8015677523613,5
500,-223.31740768725945,-657.5143120914844,101.11002153396606,6
600,-227.15681502132077,-657.5143120914844,80.32451899528503,8
700,-216.06142369204483,-657.5143120914844,99.11040679931641,9
800,-226.36753033826062,-657.5143120914844,93.65923240423203,10
900,-211.28955754120372,-657.5143120914844,81.94244952917099,11
1000,-200.91301487532664,-242.81693853134198,82.84921118974685,12
1100,-193.75729091669137,-242.81693853134198,106.23329285144806,13
1200,-191.23582291024917,-242.81693853134198,99.44755534410477,15
1300,-191.604129518224,-242.81693853134198,84.44736859083176,16
1400,-191.604129518224,-242.81693853134198,79.62448815345765,16
1500,-189.77418911550345,-365.44895554348716,65.76632851362228,17
1600,-185.84438045151305,-365.44895554348716,74.59263185381889,19
1700,-180.04341425012518,-365.44895554348716,77.49651369571686,20
1800,-185.097331904302,-365.44895554348716,81.75071526169776,21
1900,-188.88997149687125,-365.44895554348716,88.1141875398159,22
2000,-172.15592181100988,-210.51935387788467,70.62979467511177,23
2100,-158.79255201130428,-210.51935387788467,65.9822012424469,25
2200,-158.79255201130428,-210.51935387788467,68.54576858758927,25
2300,-157.39039154666273,-210.51935387788467,70.12767636537552,26
2400,-159.60787169883602,-210.51935387788467,72.69594070672989,27
2500,-147.14631634317578,-123.26524945970468,68.59592006444932,29
2600,-136.120024318156,-123.26524945970468,66.14537358999252,30
2700,-135.45260771914474,-123.26524945970468,67.6255470609665,31
2800,-135.2792179803528,-123.26524945970468,76.71738602995873,32
2900,-139.07317513312208,-123.26524945970468,78.42446649551391,33
3000,-145.88985965128944,-199.30900666737975,65.22203023076058,34
3100,-134.02781718782987,-199.30900666737975,61.739109706878665,36
3200,-134.02781718782987,-199.30900666737975,52.54294065117836,36
3300,-135.9001881845228,-199.30900666737975,47.15861029624939,37
3400,-136.4758382932627,-199.30900666737975,54.5552340567112,38
3500,-136.0295343048095,35.25273305546182,52.5686225092411,39
3600,-133.98132882541563,35.25273305546182,58.571350054740904,40
3700,-129.61678146343596,35.25273305546182,54.90724700093269,41
3800,-124.47326187983785,35.25273305546182,53.97794734239578,42
3900,-123.55586004040359,35.25273305546182,52.875124843120574,43
4000,-127.06418079545588,38.70374051980718,52.63146670937538,44
4100,-121.79131847611018,38.70374051980718,58.73352777600289,46
4200,-121.79131847611018,38.70374051980718,45.318518514633176,46
4300,-125.54261184224595,38.70374051980718,39.767280131578445,48
4400,-123.4353003054644,38.70374051980718,50.23206898212433,49
4500,-123.4353003054644,33.384236635785136,41.82245046019554,49
4600,-118.9789056663139,33.384236635785136,50.9452711045742,50
4700,-122.66502630686043,33.384236635785136,52.10013255238533,51
4800,-122.66502630686043,33.384236635785136,43.37518588423729,51
4900,-122.82542728298783,33.384236635785136,31.340082592964173,52
5000,-116.9484143106848,-32.996999468314314,38.78882106542587,53
5100,-102.3170010870673,-32.996999468314314,47.500242453813556,54
5200,-111.77887290055196,-32.996999468314314,41.9099991607666,55
5300,-117.81761574918195,-32.996999468314314,35.783980860710145,56
5400,-113.66950340527356,-32.996999468314314,33.93053855419159,57
5500,-113.66950340527356,-0.7687266540476309,30.00054071187973,57
5600,-102.13106237123726,-0.7687266540476309,32.72326735913754,58
5700,-102.02496780466815,-0.7687266540476309,34.95223555207252,59
5800,-104.13854413683949,-0.7687266540476309,28.921392686367035,60
5900,-104.13854413683949,-0.7687266540476309,39.35571402192116,60
6000,-98.86818306806653,-69.65417333389419,36.76803901314735,61
6100,-91.28549894478967,-69.65417333389419,35.66310416698456,63
6200,-91.28549894478967,-69.65417333389419,40.23807633757591,63
6300,-83.388714473195,-69.65417333389419,24.392826708555223,64
6400,-87.45254334570157,-69.65417333389419,30.302642867565154,65
6500,-87.45254334570157,-21.202441895074656,41.7022947204113,65
6600,-81.13931449411601,-21.202441895074656,32.14234840154648,66
6700,-68.32710340875079,-21.202441895074656,27.2399116897583,67
6800,-68.32710340875079,-21.202441895074656,41.00982601284981,67
6900,-72.35466644029293,-21.202441895074656,31.686785694360733,68
7000,-72.35466644029293,-140.87128338465678,25.097864708900453,68
7100,-76.18733570506888,-140.87128338465678,30.792082068920134,69
7200,-87.92598912429617,-140.87128338465678,27.85419448018074,70
7300,-85.83805713177716,-140.87128338465678,22.244030010700225,71
7400,-83.54285863318836,-140.87128338465678,38.911264061927795,72
7500,-81.94875407099053,19.719258610651355,36.0578396487236,73
7600,-82.52046192441922,19.719258610651355,32.20845969200134,74
7700,-70.31257537885101,19.719258610651355,37.23928782582283,75
7800,-66.31858523042382,19.719258610651355,35.661972200870515,76
7900,-65.014995584135,19.719258610651355,29.856118733882905,77
8000,-65.014995584135,-20.50963020673427,45.733586332798005,77
8100,-62.3526143259336,-20.50963020673427,36.10923555970192,78
8200,-62.3526143259336,-20.50963020673427,32.31681590437889,78
8300,-63.43964674258946,-20.50963020673427,25.28737869620323,79
8400,-63.43964674258946,-20.50963020673427,40.71749220252037,79
8500,-58.61885697103874,7.072826993535183,27.021296554803847,80
8600,-58.72608783969871,7.072826993535183,36.32018938064575,81
8700,-61.320035275265965,7.072826993535183,24.44228044271469,82
8800,-64.41105094995956,7.072826993535183,29.223703773021697,83
8900,-64.37843655552372,7.072826993535183,25.78000922203064,84
9000,-63.391021492242146,-24.09651911278088,31.12496645927429,85
9100,-62.67142479401351,-24.09651911278088,33.772689294815066,86
9200,-64.9545027932684,-24.09651911278088,32.824083775281906,87
9300,-63.70262695116837,-24.09651911278088,26.295730531215668,88
9400,-63.70262695116837,-24.09651911278088,24.254001206159593,88
9500,-58.55739043199552,33.86559834187834,32.03168232321739,89
9600,-51.481911640200295,33.86559834187834,29.631721127033234,90
9700,-51.481911640200295,33.86559834187834,41.47464677453041,90
9800,-53.23130500484681,33.86559834187834,21.246245987415314,91
9900,-58.533051121780076,33.86559834187834,26.920681225061415,92
10000,-58.67977713886063,8.455083332253821,26.33053702533245,93
10100,-57.405951318452914,8.455083332253821,34.63401398301124,94
10200,-62.42848887452391,8.455083332253821,25.821279537677764,95
10300,-62.42848887452391,8.455083332253821,30.81379457831383,95
10400,-62.76371393033226,8.455083332253821,30.06352437019348,96
10500,-61.630735645294216,2.1631580194326383,26.43359248161316,97
10600,-64.87882546076668,2.1631580194326383,28.16251935362816,98
10700,-61.62510803892549,2.1631580194326383,26.975410528182984,99
10800,-61.62510803892549,2.1631580194326383,29.18065863251686,99
10900,-65.27027394766768,2.1631580194326383,24.886472470760346,100
11000,-68.95324260315363,6.349914516186961,30.780225141048433,101
11100,-61.935701815397366,6.349914516186961,36.064458898305894,102
11200,-62.92470510200741,6.349914516186961,25.836456954479218,103
11300,-62.92470510200741,6.349914516186961,24.546451638936997,103
11400,-62.1695813183581,6.349914516186961,26.35656089067459,104
11500,-60.388869736529045,10.32248428250603,17.950240819454194,105
11600,-59.28290148570444,10.32248428250603,17.447065421938895,106
11700,-58.68496388916533,10.32248428250603,31.17607925593853,107
11800,-48.364726961875654,10.32248428250603,26.21918936252594,108
11900,-53.0375506780127,10.32248428250603,23.941747595071792,109
12000,-54.1757890607805,2.7408958730990625,33.97257791757583,110
12100,-46.467127528303116,2.7408958730990625,43.16832347750664,112
12200,-46.467127528303116,2.7408958730990625,30.817504181861878,112
12300,-46.467127528303116,2.7408958730990625,35.220248470306394,112
12400,-45.90924835971454,2.7408958730990625,28.214361177682875,113
12500,-45.6650656739336,19.53952501095015,26.992211236953736,114
12600,-37.27938790910761,19.53952501095015,26.100206610560416,115
12700,-35.17563821698127,19.53952501095015,25.86244869351387,116
12800,-35.17563821698127,19.53952501095015,30.47968104839325,116
12900,-35.17563821698127,19.53952501095015,24.146906069517136,116
