Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-720.1702755601946,nan,0
100,-131.489978035208,-720.1702755601946,161.1860809326172,2
200,-281.3788463406304,-720.1702755601946,161.91158950328827,3
300,-230.73519161455357,-720.1702755601946,119.88230513572692,4
400,-244.51217198058663,-720.1702755601946,90.13413844585419,5
500,-248.6347574856171,-654.8318195327897,67.53259366631508,6
600,-227.6628224283267,-654.8318195327897,64.80579546928406,7
700,-245.8627948304855,-654.8318195327897,66.68198754787446,8
800,-270.99170641969704,-654.8318195327897,67.44732546806335,9
900,-227.15455332474286,-654.8318195327897,70.89356136322021,11
1000,-227.15455332474286,-1153.5392920999568,76.946596159935,11
1100,-226.5783616281395,-1153.5392920999568,93.62542571544647,12
1200,-250.26555794373724,-1153.5392920999568,78.16023370981216,13
1300,-252.92492076064445,-1153.5392920999568,65.95329808354377,14
1400,-265.5451233879768,-1153.5392920999568,69.63430394887924,16
1500,-265.5451233879768,-229.66868951180132,71.75114446878433,16
1600,-255.1777709818501,-229.66868951180132,76.85919688463211,17
1700,-251.61459183484916,-229.66868951180132,68.3631216931343,18
1800,-247.15035897185737,-229.66868951180132,81.01037814617158,19
1900,-235.2036857823583,-229.66868951180132,70.44258540272713,21
2000,-231.89141911748106,-190.526771145222,70.36152125120162,22
2100,-208.80775020814076,-190.526771145222,64.96860109567642,23
2200,-212.1372975120401,-190.526771145222,54.10356273531914,24
2300,-204.7331390961719,-190.526771145222,70.42027896642685,25
2400,-199.67171866031612,-190.526771145222,82.0371424984932,26
2500,-199.04193876314895,-191.27273758301112,54.073378276824954,27
2600,-185.26672421982394,-191.27273758301112,53.49976624011993,28
2700,-172.4285787906498,-191.27273758301112,63.05386004209518,29
2800,-174.80187818065372,-191.27273758301112,65.62311240315438,30
2900,-183.49498393886773,-191.27273758301112,76.49077388882637,31
3000,-180.94393281641845,-150.02740995880754,86.67664282917977,32
3100,-150.24678109807115,-150.02740995880754,65.06482143640518,34
3200,-140.89086591594358,-150.02740995880754,58.707818051576616,35
3300,-140.89086591594358,-150.02740995880754,48.02850247144699,35
3400,-141.5189749801142,-150.02740995880754,55.34651217699051,36
3500,-141.5189749801142,-45.002557840802595,74.51585478782654,36
3600,-140.90277158588032,-45.002557840802595,57.88787890672684,37
3700,-136.67209578437217,-45.002557840802595,61.510751358270646,38
3800,-137.95352839276487,-45.002557840802595,48.009946233034135,39
3900,-139.55390308995513,-45.002557840802595,60.3231911110878,40
4000,-136.93014349282595,-152.06003369893477,54.64369965434074,41
4100,-132.2543131034658,-152.06003369893477,43.235551282167435,42
4200,-131.876806944498,-152.06003369893477,64.85796394824982,43
4300,-133.33979137979486,-152.06003369893477,54.98498792171478,44
4400,-128.56295257785766,-152.06003369893477,56.74130058050156,45
4500,-128.4364168818682,-250.41941647145987,49.41815255403519,46
4600,-131.32326065762308,-250.41941647145987,54.80631686925888,47
4700,-129.47063218346688,-250.41941647145987,54.920961961746215,48
4800,-122.39733182099648,-250.41941647145987,44.86427353739739,49
4900,-131.44908268644065,-250.41941647145987,49.68059052944184,50
5000,-131.44908268644065,-378.2710152378937,53.512026187181476,50
5100,-130.43317523096155,-378.2710152378937,52.0931934428215,51
5200,-126.44773275631276,-378.2710152378937,40.76363939285278,52
5300,-126.44773275631276,-378.2710152378937,44.143357598781584,52
5400,-130.92861770910076,-378.2710152378937,56.19037153244019,53
5500,-128.52480430276245,-207.84042308808336,42.43248444914818,54
5600,-118.4375996548509,-207.84042308808336,41.78509888887405,55
5700,-109.84832094445883,-207.84042308808336,36.33821834683418,56
5800,-113.06933582868263,-207.84042308808336,39.366769901514054,57
5900,-113.06933582868263,-207.84042308808336,40.78882611989975,57
6000,-109.94101779553873,-104.65164029647492,49.87803252577782,58
6100,-99.9628269498926,-104.65164029647492,46.34604979991913,59
6200,-102.65473688909773,-104.65164029647492,38.288494583368305,60
6300,-105.97774902436171,-104.65164029647492,40.471585088968276,61
6400,-107.96205446705349,-104.65164029647492,41.01785729765892,62
6500,-107.96205446705349,-122.96266177410408,33.0592355132103,62
6600,-98.31796188263408,-122.96266177410408,44.9338547372818,63
6700,-91.52063542362845,-122.96266177410408,44.90732244610786,64
6800,-92.39944563703258,-122.96266177410408,27.163847107887268,65
6900,-92.39944563703258,-122.96266177410408,39.12274944663048,65
7000,-87.61741172090495,-52.81996196918381,42.43563972115517,66
7100,-79.4804046167284,-52.81996196918381,25.4399450135231,67
7200,-98.73940895518714,-52.81996196918381,48.98504108786583,68
7300,-98.73940895518714,-52.81996196918381,33.95237614631653,68
7400,-98.71893659811685,-52.81996196918381,34.94191673278809,69
7500,-89.38576601893432,-139.970313152297,54.284857729673384,70
