Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-1928.586963493249,nan,0
100,-94.208915726106,-1928.586963493249,3.6998980045318604,2
200,-120.11577926310497,-1928.586963493249,90.29238341271878,3
300,-109.72788309502343,-1928.586963493249,97.88671501874924,4
400,-153.46629224111317,-1928.586963493249,106.77287585735321,5
500,-199.41931558631063,-615.2542576494023,75.51448178291321,6
600,-188.2427632173726,-615.2542576494023,70.70908601522446,7
700,-178.685421395689,-615.2542576494023,85.8076867890358,9
800,-180.42371436645422,-615.2542576494023,59.39039411783219,10
900,-176.2433686032202,-615.2542576494023,71.91897294759751,11
1000,-163.8060645271589,-493.17397638549784,71.35057414293289,12
1100,-163.0648509389876,-493.17397638549784,75.53528843164445,14
1200,-165.02617796303824,-493.17397638549784,59.75056598186493,15
1300,-157.6665473320321,-493.17397638549784,54.49532153844834,16
1400,-166.24682144743178,-493.17397638549784,52.24186565876007,17
1500,-165.57068833180958,-737.4184975964121,57.90508249044419,18
1600,-162.12268068885066,-737.4184975964121,48.67260577917099,19
1700,-167.32457979049505,-737.4184975964121,41.108953547477725,20
1800,-169.62560090944538,-737.4184975964121,59.74101158380508,21
1900,-164.96011381654245,-737.4184975964121,56.72198877215386,22
2000,-169.76854006792857,-382.66173453555126,61.98697993516922,23
2100,-177.55230332160744,-382.66173453555126,56.01993551969528,24
2200,-177.01039609040856,-382.66173453555126,42.13792448282242,25
2300,-160.14927412327563,-382.66173453555126,52.4487202835083,26
2400,-169.0485251037947,-382.66173453555126,50.00760121941566,27
2500,-164.9968962106641,-338.9627294152516,52.19653096675873,28
2600,-162.23245703800336,-338.9627294152516,38.01296919226647,29
2700,-160.15220908548605,-338.9627294152516,38.53780264377594,30
2800,-163.8268569840624,-338.9627294152516,53.25364746809006,31
2900,-165.99773492745345,-338.9627294152516,40.59169043779373,32
3000,-158.01348642696075,-211.68760040245556,43.76165264725685,33
3100,-156.7847078639541,-211.68760040245556,53.56311714887619,35
3200,-156.7847078639541,-211.68760040245556,38.983338124752045,35
3300,-161.0908397976352,-211.68760040245556,33.20040358662605,36
3400,-153.8851510168228,-211.68760040245556,42.23196377396584,37
3500,-149.45177351538763,-201.05178904860932,51.962146797180175,38
3600,-139.17151528036985,-201.05178904860932,44.82773123383522,40
3700,-141.33029375425528,-201.05178904860932,43.20091807484627,41
3800,-142.579512521997,-201.05178904860932,52.497362619638444,42
3900,-142.579512521997,-201.05178904860932,42.890761346817015,42
4000,-139.67203567069217,-188.36893161486523,30.32728920698166,43
4100,-136.96730791048097,-188.36893161486523,45.79011221647263,44
4200,-127.15740799832483,-188.36893161486523,41.30018780708313,45
4300,-128.54625022471188,-188.36893161486523,39.46475029706955,46
4400,-125.96034087244671,-188.36893161486523,45.485558844804764,47
4500,-129.4817956692008,-73.44193961390908,37.40711755871773,48
4600,-124.75082656365763,-73.44193961390908,44.60495266318321,50
4700,-117.66347110873514,-73.44193961390908,43.132401777505876,51
4800,-122.40855161672951,-73.44193961390908,27.871082998514176,52
4900,-124.65866604608384,-73.44193961390908,40.2127827090025,53
5000,-121.55371026481029,-124.62287994378316,39.29385430574417,54
5100,-121.03321106334238,-124.62287994378316,32.76675746917724,55
5200,-123.55527064729799,-124.62287994378316,50.70630732178688,56
5300,-124.7683888446272,-124.62287994378316,29.001379384994507,57
5400,-124.7683888446272,-124.62287994378316,49.34269715189934,57
5500,-126.31990968235894,-73.67088800995475,34.5313508439064,58
